Level	Material#	H	Drawing#	Name CN	Name EN	Desc	Mtype ID	Mtype Desc	Qty	Unit	Purchasing Type ID
…3…..	1401015014	→		内六角圆柱头螺钉		M5*12不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401010008	→		平垫圈		Ø5不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401011003	→		弹簧垫圈		Ø5不锈钢 GB/T 94.1-2008			4	ea	B
..2……	2529005087	→	Assmebly in SOP	箱体分解							
…3…..	1401008024	→		内六角平圆头螺钉		M5X10			8	ea	B
…3…..	1401008030	→		内六角平圆头螺钉		M4X8			8	ea	B
…3…..	1401014013	→		内六角平端紧定螺钉		M4X5			4	ea	B
…3…..	1401009002	→		内六角沉头螺钉		M4X10			4	ea	B
…3…..	2523000171	→	SXJ（B）-X-06	注油孔盖	Add oil cover				1	ea	B
…3…..	1401009002	→		内六角沉头螺钉		M4X10			4	ea	B
…3…..	1409001007	→		强磁					1	ea	B
…3…..	2523000399	→	PF4300-M-00	前门装配关系图	Front door assembly				1	ea	B
….4….	2529005088	→	PF4300-M-01	加强筋	Front door bar				2	ea	N
….4….	2529005089	→	PF4300-M-02	门体	Front door				1	ea	N
….4….	2529005090	→	PF4300-M-03	铰链加强筋	Front door hinge plate				2	ea	N
….4….	2529005091	→	PF4300-M-附图	安装示意	Assembly drawing				1	ea	N
…3…..	1401009005	→		内六角沉头螺钉		M6X10			8	ea	B
…3…..	1409028003	→		抠手		LS-537-1			1	ea	B
…3…..	1401009002	→		内六角沉头螺钉		M4X10			16	ea	B
…3…..	2529000265	→	PF4300-X-11B	箱体左侧板	Cabinet left plate				1	ea	A
….4….	2523000658	→	PF4300-X-11-01B	箱体左侧板-前板	Cabinet left plate-front				1	ea	B
…..5…	2529005092	→	PF4300-X-01-01	盖板固定件	Cover fasten part				2	ea	N
…..5…	2529005093	→	PF4300-X-01-03	角钢25X25X100	Angle-steel 25X25X100				1	ea	N
…3…..	2523000659	→	PF4300-X-11-02B	箱体左侧板-后板	Cabinet left plate-rear				1	ea	B
…3…..	2523000403	→	PF4300-N-01	后网板1	Rear cover-1				1	ea	B
…3…..	2523000554	→	PF4300-N-02A	后网板2	Rear cover-2				1	ea	B
…3…..	2529000264	→	PF4300-N-03B	后网板3	Rear cover-3				1	ea	B
…3…..	2523000652	→	PF4300-X-01-00	箱体右侧板	Cabinet right plate				1	ea	B
….4….	2529005094	→	PF4300-X-01B	箱体右侧板体	Cabinet right plate				1	ea	N
….4….	2529005092	→	PF4300-X-01-01	盖板固定件	Cover fasten part				2	ea	N
….4….	2529005093	→	PF4300-X-01-03	角钢25X25X100	Angle-steel 25X25X100				1	ea	N
…3…..	1901001095	→		门锁					1	ea	B
…3…..	2523000390	→	PF4300-L-08-05	电箱门-锁杆	Cabinet door-lock pin				2	ea	B
…3…..	2523000386	→	PF4300-L-08-01	电箱门-锁杆套	Cabinet door-lock bush				2	ea	B
…3…..	1401015012	→		内六角圆柱头螺钉	Hexagon socket head screw	M4*8不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1902000008	→		标签（危险警示）					1	ea	B
..2……	2529005096	→	Assmebly in SOP	机箱内部组件安装					1	ea	A
…3…..	2523000619	→	PF4300-F-00	反转检测装配	Reverse detect assembly				1	ea	A
….4….	2523000620	→	PF4300-F-01	反转检测拼焊架	Reverse detect bracket				1	ea	B
…..5…	2529005097	→	PF4300-F-01-01	固定板	Base plate				1	ea	N
…..5…	2529005098	→	PF4300-F-01-02	滑道板	Slide plate				2	ea	N
…..5…	2529005099	→	PF4300-F-01-03	中间板	Mid plate				1	ea	N
…..5…	2529005100	→	PF4300-F-01-04	导线柱安装板	Guild plate				1	ea	N
….4….	2523000615	→	SXJ(B)-H-14A	辊轮	Roller				1	ea	B
….4….	1401015016	→		内六角圆柱头螺钉		M5*16不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401011003	→		弹簧垫圈		D5不锈钢 GB/T 94.1-2008			2	ea	B
….4….	1401010008	→		平垫圈		D5不锈钢 GB/T 95-2002			2	ea	B
….4….	2523000626	→	PF4300-F-03	转轴	Shaft				1	ea	B
….4….	1401015014	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X12不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401011003	→		弹簧垫圈	Spring washer	D5不锈钢 GB/T 94.1-2008			2	ea	B
….4….	1401024024	→		大平垫圈	Big washer	D5*14			2	ea	B
….4….	2523000623	→	PF4300-F-02-01	挡柱	Limit shaft				2	ea	B
….4….	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
….4….	2523000624	→	PF4300-F-02-02	套	Bushing				2	ea	B
….4….	2523000625	→	PF4300-F-02-03	横连板	Plate				1	ea	B
….4….	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401010005	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
….4….	1501059032	→		接近开关		E2E-X7D2-MIG-Z Omron			1	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20			4	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401010007	→		大平垫		D6X18			4	ea	B
…3…..	2523000542	→	PF4300-H-00A	引线装置装配图	Guilding device assembly				1	ea	A
….4….	2523000195	→	SXJ(B)-H-07	镶套	Bushing				2	ea	B
….4….	1402002004	→		深沟球轴承	Bearing	6205-2RZ			2	ea	B
….4….	2523000630	→	PF4300-H-05A	转向轮	Guild roller				1	ea	B
….4….	1401015016	→		内六角圆柱头螺钉		M5*16不锈钢 GB/T 70.1-2008			3	ea	B
….4….	2523000673	→	PF4300-H-10A	轴	Shaft				1	ea	B
….4….	1401015016	→		内六角圆柱头螺钉		M5*16不锈钢 GB/T 70.1-2008			3	ea	B
….4….	2523000629	→	PF4300-H-04B	引线装置-架	Guilding device-bracket				1	ea	B
…..5…	2529005101	→	PF4300-H-04-01A	架-件1	Bracket-1				1	ea	N
…..5…	2529005102	→	PF4300-H-04-02B	架-件2	Bracket-2				2	ea	N
…..5…	2529005103	→	PF4300-H-04-04A	架-件4	Bracket-4				4	ea	N
…..5…	2529005104	→	PF4300-H-04-05A	架-件5	Bracket-5				1	ea	N
….4….	2523000615	→	SXJ(B)-H-14A	辊轮	Roller				1	ea	B
….4….	1401015016	→		内六角圆柱头螺钉		M5*16不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401011003	→		弹簧垫圈		D5不锈钢 GB/T 94.1-2008			2	ea	B
….4….	1401010008	→		平垫圈		D5不锈钢 GB/T 95-2002			2	ea	B
….4….	2523000201	→	SXJ(B)-H-11	定位板	Positioning plate				2	ea	B
….4….	1401015014	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X12不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011003	→		弹簧垫圈		D5不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401010008	→		平垫圈		D5不锈钢 GB/T 95-2002			4	ea	B
….4….	2523000200	→	SXJ(B)-H-08	隔套	Bushing				2	ea	B
….4….	1401015034	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X20不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			2	ea	B
….4….	1401010006	→		平垫圈		D8不锈钢 GB/T 95-2002			2	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	2529005053	→	Assmebly in SOP	钢丝绳调节组件					1	ea	A
…3…..	2523000071	→	SXJ(B)-E-06	销轴	Pin				1	ea	B
…3…..	1401069004	→		开口销	Pin	￠2.5X25			1	ea	B
…3…..	2523000057	→	SXJ(B)-D-03	定位柱	Positioning column				1	ea	B
…3…..	1401036002	→		弹垫	Spring washer	D14不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1401055004	→		平垫		D14			1	ea	B
…3…..	1401050004	→		六角螺母	Hexagon nut	M14不锈钢 GB/T 41-2016			1	ea	B
…3…..	2529005053	→	Assmebly in SOP	钢丝绳调节组件					1	ea	A
…3…..	2523000057	→	SXJ(B)-D-03	定位柱	Positioning column				1	ea	B
…3…..	2523000061	→	SXJ(B)-D-07	隔垫	Spacer bushing				1	ea	B
…3…..	1401036002	→		弹垫	Spring washer	14不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1401055004	→		平垫		D14			1	ea	B
…3…..	1401050004	→		六角螺母	Hexagon nut	M14不锈钢 GB/T 41-2016			1	ea	B
..2……	2529005107	→	Assmebly in SOP	提升轴安装					1	ea	A
…3…..	2529005108	→	Assmebly in SOP	提升机构					1	ea	A
….4….	2523000732	→	PF4350-D-01	提升轴	Lifting shaft				1	ea	B
….4….	1103004074	→		标准平键	Standard key	A12*8*50			2	ea	B
….4….	2523000066	→	SXJ(B)-E-02	提升轮	Lifting wheel				1	ea	B
….4….	2523000076	→	SXJ(B)-E-11	隔套	Spacer bushing				1	ea	B
….4….	2529005109	→	Assmebly in SOP	提升轴承座组装					1	ea	A
…..5…	2523000065	→	SXJ(B)-E-01	轴承座	Bearing holder				1	ea	B
…..5…	1402001218	→		关节轴承					1	ea	B
…..5…	2523000077	→	SXJ(B)-E-12	隔环	Spacer ring				1	ea	B
…..5…	1403003022	→		孔挡	Inner stop ring	D62			1	ea	B
…..5…	1409016001	→		铜油嘴	Copper oil nipple	M10X1			1	ea	B
….4….	1401015035	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X25不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			1	ea	B
….4….	2523000079	→	SXJ(B)-E-14	挡板	Plate				1	ea	B
….4….	2523000066	→	SXJ(B)-E-02	提升轮	Lifting wheel				1	ea	B
….4….	2523000733	→	PF4350-D-05	隔套	Spacer bushing				1	ea	B
….4….	1103004073	→		标准平键	Standard Key	A8*7*120			1	ea	B
….4….	1501093201	→		Bonfiglioli 减速机	Bonfiglioli motor	W R 75 UF2 D30 180 P71 B5 B8 BN 71B 4 230/400-50 IP55 CLF B5 FD N 5 RM AA NB 400 SA CCC			1	ea	B
….4….	1501004006	→	见图纸	防水护口		M25			2	ea	B
….4….	1401015004	→		内六角圆柱头螺钉	Hexagon socket head screw	M10*30不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401011007	→		弹垫	Spring washer	D10不锈钢 GB/T 94.1-2008			1	ea	B
….4….	2523000463	→	SXJ(B)-D-08	端垫	Washer				1	ea	B
….4….	1401015004	→		内六角圆柱头螺钉	Hexagon socket head screw	M10*30不锈钢 GB/T 70.1-2008			1	ea	B
….4….	1401011007	→		弹垫	Spring washer	D10不锈钢 GB/T 94.1-2008			1	ea	B
….4….	2523000463	→	SXJ(B)-D-08	端垫	Washer				1	ea	B
…3…..	1401038009	→		内六角圆柱头螺钉	Hexagon socket head screw	M14X55不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401050004	→		六角螺母	Hexagon nut	M14不锈钢 GB/T 41-2016			2	ea	B
…3…..	1401036002	→		弹垫	Spring washer	14不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	1401055004	→		平垫		D14			2	ea	B
…3…..	1401051006	→		外六螺栓	Hexagon head screw	M10X40			4	ea	B
…3…..	1401019004	→		六角螺母	Hexagon nut	M10不锈钢 GB/T 41-2016			4	ea	B
…3…..	1401036010	→		弹垫	Spring washer	10不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055002	→		平垫	Washer	D10不锈钢 GB/T 95-2002			8	ea	B
..2……	2529005110	→	Assmebly in SOP	中心机构安装					1	ea	A
…3…..	2529005111	→	Assmebly in SOP	中心机构组装					1	ea	A
….4….	2529000189	→	PF4350-A-14	光杠	Shaft				1	ea	B
….4….	1401038007	→		内六角圆柱头螺钉	Hexagon socket head screw	M12X25不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011008	→		弹簧垫圈		D12不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401010002	→		平垫圈		D12不锈钢 GB/T 95-2002			4	ea	B
….4….	2529000190	→	PF4350-A-14B	光杠（下）	Shaft(lower)				1	ea	B
….4….	2523000032	→	SXJ(B)-A-29	定位套	Positioning bushing				1	ea	B
….4….	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			2	ea	B
….4….	2529000180	→	SXJ(B)-C-09	定位套	Positioning bushing				2	ea	B
….4….	1401011005	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			6	ea	B
….4….	1401015029	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X35不锈钢 GB/T 70.1-2008			6	ea	B
….4….	1401019003	→		六角螺母	Hexagon nut	M6不锈钢 GB/T 41-2016			6	ea	B
….4….	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2529005112	→	Assmebly in SOP	立架装配体					1	ea	A
….4….	2523000027	→	SXJ（B)-A-24	挡板	Plate				1	ea	B
….4….	1401011005	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			2	ea	B
….4….	1401015042	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X25不锈钢 GB/T 70.1-2008			4	ea	B
….4….	2523000354	→	PF4300-A-19	轴架	Shaft bracket				1	ea	B
….4….	2523000028	→	SXJ（B)-A-25	垫	Washer				2	ea	B
…3…..	1401051035	→		外六螺栓	Hexagon head screw	M20X70			2	ea	B
…3…..	1401036003	→		弹垫	Spring washer	20不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	1401055014	→		平垫	Washer	D20不锈钢 GB/T 95-2002			4	ea	B
…3…..	1401050007	→		六角螺母	Hexagon nut	M20不锈钢 GB/T 41-2016			2	ea	B
…3…..	2529005113	→	Assmebly in SOP	立架组装体					1	ea	A
….4….	2523000027	→	SXJ（B)-A-24	挡板	Plate				1	ea	B
….4….	1401011005	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			2	ea	B
….4….	1401015042	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X25不锈钢 GB/T 70.1-2008			4	ea	B
….4….	2523000354	→	PF4300-A-19	轴架	Shaft bracket				1	ea	B
….4….	2523000028	→	SXJ（B)-A-25	垫	Washer				2	ea	B
…3…..	1401051035	→		外六螺栓		M20X70			2	ea	B
…3…..	1401036003	→		弹垫	Spring washer	D20不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	1401055014	→		平垫	Washer	D20不锈钢 GB/T 95-2002			2	ea	B
…3…..	1401050007	→		六角螺母	Hexagon nut	M20不锈钢 GB/T 41-2016			2	ea	B
..2……	2529005114	→	Assmebly in SOP	钢丝绳安装							
…3…..	2523000067	→	SXJ(B)-E-03（组件）	钢丝绳组件					1	ea	A
….4….	2523000068	→	SXJ(B)-E-03	钢丝绳端头固定套					1	ea	B
….4….	1409006009	→		防转钢丝绳		￠5			3.5	m	B
…3…..	1401038054	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X110不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401019003	→		六角螺母	Hexagon nut	M6不锈钢 GB/T 41-2016			2	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	1409007003	→		钢丝绳锁紧卡					1	ea	B
…3…..	2523000067	→	SXJ(B)-E-03（组件）	钢丝绳组件					1	ea	A
….4….	2523000068	→	SXJ(B)-E-03	钢丝绳端头固定套					1	ea	B
….4….	1409006009	→		防转钢丝绳		￠5			3.5	m	B
…3…..	1409007003	→		钢丝绳锁紧卡					1	ea	B
…3…..	1409007003	→		钢丝绳锁紧卡					2	ea	B
..2……	2529005115	→	Assmebly in SOP	内部总装							
…3…..	2529005116	→	Assmebly in SOP	旋转轴承箱装配体					1	ea	A
….4….	2523000671	→	PF4300-A-04A	套	Bushing				1	ea	B
….4….	1402001185	→		角接触球轴承	Angular ball bearing	7210AC			2	ea	B
….4….	2523000745	→	PF4300-A-01C	驱动轴	Driving shaft				1	ea	B
….4….	1103004078	→		标准平键	Standard Key	C12*8*150			1	ea	B
….4….	2523000009	→	SXJ（B)-A-06	隔套	Spacer bushing				1	ea	B
….4….	2523000671	→	PF4300-A-04A	套	Bushing				1	ea	B
….4….	1402001185	→		角接触球轴承	Angular ball bearing	7210AC			2	ea	B
….4….	2523000684	→	PF4300-B-03A	夹紧轴	Clamping shaft				1	ea	B
….4….	2523000009	→	SXJ（B)-A-06	隔套	Spacer bushing				1	ea	B
….4….	2523000041	→	SXJ(B)-B-04	端盖	Cover				1	ea	B
….4….	1401015003	→		内六角圆柱头螺钉	Hexagon socket head screw	M10X25不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401011007	→		弹垫	Spring washer	D10不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	2523000617	→	PF4300-A-05A	夹紧环	Clamp ring				1	ea	B
…3…..	1401038050	→		内六角圆柱头螺钉	Hexagon socket head screw	M12X130不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2529005117	→	Assmebly in SOP	从动轴承箱装配体					1	ea	A
….4….	2523000671	→	PF4300-A-04A	套	Bushing				1	ea	B
….4….	1402001185	→		角接触球轴承	Angular ball bearing	7210AC			2	ea	B
….4….	2523000684	→	PF4300-B-03A	夹紧轴	Clamping shaft				1	ea	B
….4….	2523000009	→	SXJ（B)-A-06	隔套	Spacer bushing				1	ea	B
….4….	2523000041	→	SXJ(B)-B-04	端盖	Cover				1	ea	B
….4….	1401015003	→		内六角圆柱头螺钉	Hexagon socket head screw	M10X25不锈钢 GB/T 70.1-2008			2	ea	B
….4….	1401011007	→		弹垫	Spring washer	D10不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2523000617	→	PF4300-A-05A	夹紧环	Clamp ring				1	ea	B
…3…..	1401038050	→		内六角圆柱头螺钉	Hexagon socket head screw	M12X130不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2523000746	→	PF4300-A-02E	驱动夹紧盘	Driving clamper				1	ea	B
…3…..	1401015002	→		内六角圆柱头螺钉	Hexagon socket head screw	M10X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2523000343	→	PF4300-A-03	定位柱（标配）	Column(standard)				1	ea	B
…3…..	1401014008	→		内六角平端紧定螺钉		M8X20			1	ea	B
…3…..	1401009006	→		内六角沉头螺钉	Hexagon socket countersunk head screw	M8X20			1	ea	B
…3…..	2523000342	→	PF4300-A-02D	从动夹紧盘	Driven clamper				1	ea	B
…3…..	1401015002	→		内六角圆柱头螺钉	Hexagon socket head screw	M10X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	2523000343	→	PF4300-A-03	定位柱（标配）	Column(standard)				1	ea	B
…3…..	1401014008	→		内六角平端紧定螺钉		M8X20			1	ea	B
…3…..	1401009006	→		内六角沉头螺钉	Hexagon socket countersunk head screw	M8X20			1	ea	B
…3…..	2523000018	→	SXJ（B)-A-15	夹紧丝杠	Screw shaft				1	ea	B
…3…..	2523000019	→	SXJ（B)-A-16	丝杠定位套	Screw bushing				1	ea	B
…3…..	1103004072	→		标准平键	Standard key	A8*7*100			1	ea	B
…3…..	1401015017	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X20不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	2523000019	→	SXJ（B)-A-16	丝杠定位套	Screw bushing				1	ea	B
…3…..	1401015017	→		内六角圆柱头螺钉	Hexagon socket head screw	M5X20不锈钢 GB/T 70.1-2008			2	ea	B
..2……	2529005118	→	Assmebly in SOP	减速机和内部护罩安装					1	ea	A
…3…..	2529005119	→	Assmebly in SOP	驱动减速机扭力臂装配					1	ea	A
….4….	2523000742	→	PF4350-A-26	旋转扭力臂	Driving torquer				1	ea	B
…..5…	2523000743	→	PF4350-A-26-01	旋转扭力臂-件1	Driving torquer-1				1	ea	N
…..5…	2523000744	→	PF4350-A-26-02	旋转扭力臂-件2	Driving torquer-2				1	ea	N
…..5…	2529005122	→	SXJ（B)-A-26-03B	旋转扭力臂-件3	Driving torquer-3				1	ea	N
…..5…	2529005123	→	SXJ（B)-A-26-04	旋转扭力臂-件4	Driving torquer-4				1	ea	N
….4….	1501093199	→		Bonfiglioli 减速机	Bangfiglioli motor	 A 35 2 UH40 11.8 S3 B3 M 3LC 4 230/400-50 IP55 CLF W 30 FD 55 RM SB 400 SA			1	ea	B
….4….	1501004006	→	见图纸	防水护口		M25			1	ea	B
….4….	2523000502	→	PF4300-Z-09	电机接线盒接头					1	ea	B
….4….	1401051016	→		六角头螺栓		M12X25			4	ea	B
….4….	1401036001	→		弹垫	Spring washer	D12不锈钢 GB/T 94.1-2008			4	ea	B
….4….	1401019005	→		六角螺母	Hexagon nut	M8不锈钢 GB/T 41-2016			6	ea	B
….4….	1401027049	→		内六平端紧定螺钉	Fasten screw	M8X40 不锈钢			6	ea	B
….4….	2523000352	→	PF4300-A-12	顶板	Block				3	ea	B
…3…..	2523000737	→	PF4350-A-07	隔套	Spacer bushing				1	ea	B
…3…..	2523000618	→	PF4300-A-09A	挡圈	Retainer ring				1	ea	B
…3…..	1401016007	→		外六螺栓		M8X25			2	ea	B
…3…..	1401011006	→		弹垫	Spring washer	8不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	2529000197	→	PF4350-A-35	扭力柱圈	Column(Torquer) 				1	ea	B
…3…..	2529005124	→	Assmebly in SOP	夹持减速机扭力臂装配体					1	ea	A
….4….	1501093200	→		Bonfiglioli 减速机	Bonfiglioli motor	A 05 2 UH25 12.3 S1 B3 M 1SD 4 230/400-50 IP55 CLF W A05 CCC 0.37Kw			1	ea	B
….4….	1501004006	→	见图纸	防水护口		M25			1	ea	B
….4….	2523000738	→	PF4350-A-27	夹紧扭力臂	Clamping torquer				1	ea	B
…..5…	2523000739	→	PF4350-A-27-01	夹紧扭力臂-件1	Clamping torquer-1				1	ea	N
…..5…	2529005126	→	SXJ（B)-A-27-02	夹紧扭力臂-件2	Clamping torquer-2				1	ea	N
…..5…	2529005127	→	SXJ（B)-A-27-03	夹紧扭力臂-件3	Clamping torquer-3				1	ea	N
….4….	1401015034	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X20不锈钢 GB/T 70.1-2008			4	ea	B
….4….	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 95-2002			4	ea	B
….4….	2523000033	→	SXJ（B)-A-30	顶柱	Column				2	ea	B
….4….	1401014009	→		内六平端紧定螺钉	Fasten screw	M8X25			2	ea	B
….4….	1401019005	→		六角螺母	Hexagon nut	M8不锈钢 GB/T 41-2016			2	ea	B
…3…..	2523000740	→	PF4350-A-32	隔垫	Washer				1	ea	B
…3…..	2523000191	→	SXJ(B)-A-31	端垫	Washer				1	ea	B
…3…..	1401015035	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X25不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401011006	→		弹垫	Spring washer	8不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1401055013	→		平垫	Washer	D8不锈钢 GB/T 95-2002			1	ea	B
…3…..	2523000741	→	PF4350-A-34	轴套	Bushing				1	ea	B
…3…..	2523000016	→	SXJ（B)-A-13	挡圈	Retainer ring				1	ea	B
…3…..	1401015033	→		内六角圆柱头螺钉	Hexagon socket head screw	M8X16不锈钢 GB/T 70.1-2008			1	ea	B
…3…..	1401011006	→		弹垫	Spring washer	D8不锈钢 GB/T 94.1-2008			1	ea	B
…3…..	1401055013	→		平垫	Washer	D8不锈钢 GB/T 95-2002			1	ea	B
…3…..	2523000515	→	PF4300-A-33	右钢丝绳轮护罩	Wheel cover right				1	ea	B
…3…..	1401015027	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X20不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	2523000506	→	SXJ(B)-D-09A	绳轮护罩（右）	Wheel cover(right)				1	ea	B
…3…..	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	2523000516	→	SXJ(B)-C-10	左钢丝绳轮护罩	Wheel cover left				1	ea	B
…3…..	2523000517	→	SXJ(B)-C-11	左钢丝绳轮护罩支撑柱	Column				2	ea	B
…3…..	1401015065	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X45不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
…3…..	2523000505	→	SXJ(B)-E-15	弯板	Plate				1	ea	B
…3…..	1401015026	→		内六角圆柱头螺钉	Hexagon socket head screw	M6X16不锈钢 GB/T 70.1-2008			4	ea	B
…3…..	1401036007	→		弹垫	Spring washer	D6不锈钢 GB/T 94.1-2008			4	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			4	ea	B
…3…..	2523000507	→	SXJ(B)-D-09B	绳轮护罩（左）	Wheel cover(left)				1	ea	B
…3…..	1401015021	→		内六角圆柱头螺钉		M6*10不锈钢 GB/T 70.1-2008			2	ea	B
…3…..	1401036007	→		弹垫	Spring washer	6不锈钢 GB/T 94.1-2008			2	ea	B
…3…..	1401055012	→		平垫	Washer	D6不锈钢 GB/T 95-2002			2	ea	B
..2……	2529005128	→	Assmebly in SOP	主机装配					1	ea	A
…3…..	2529000263	→	PF4300-L-00B	箱体焊接	Base cabinet 				1	ea	B
….4….	2529005129	→	PF4300-L-01-00	箱体架焊接	Base cabinet frame				1	ea	N
…..5…	2529005130	→	PF4300-L-01-01-00	箱体架底架焊接	Base cabinet underframe				1	ea	N
……6..	2529005131	→	PF4300-L-01-01-01	箱体底架焊接方管-1	Base cabinet underframe profile-1				1	ea	N
……6..	2529005132	→	PF4300-L-01-01-02	箱体底架焊接方管-2	Base cabinet underframe profile-2				1	ea	N
……6..	2529005133	→	PF4300-L-01-01-03	箱体底架焊接方管-3	Base cabinet underframe profile-3				1	ea	N
……6..	2529005134	→	PF4300-L-01-01-04	箱体底架焊接方管-4	Base cabinet underframe profile-4				1	ea	N
……6..	2529005135	→	PF4300-L-01-01-05	箱体底架焊接方管-5	Base cabinet underframe profile-5				1	ea	N
……6..	2529005136	→	PF4300-L-01-01-07	箱体底架焊接角钢1	Base cabinet underframe angle-steel-1				2	ea	N
……6..	2529005137	→	PF4300-L-01-01-08	箱体底架焊接角钢2	Base cabinet underframe angle-steel-2				2	ea	N
……6..	2529005138	→	PF4300-L-09A	连接焊板	Connect plate				4	ea	N
……6..	2529005139	→	PF4300-L-13	过线管	Cable tube				1	ea	N
